,uniqueid,stateabbr,cityname,geographiclevel,tractfips,cityfips,statedesc,latitude,longitude
2859,0150000-01097003302,AL,Mobile,Census Tract,1097003302.0,150000.0,Alabama,-88.13620016799999,30.6986316684
45484,0150000-01097003402,AL,Mobile,Census Tract,1097003402.0,150000.0,Alabama,-88.1398840424,30.732141983800002
7659,0150000-01097003404,AL,Mobile,Census Tract,1097003404.0,150000.0,Alabama,-88.1988146358,30.7156640705
27447,0150000-01097003405,AL,Mobile,Census Tract,1097003405.0,150000.0,Alabama,-88.182524854,30.714254007199997
85880,0150000-01097003406,AL,Mobile,Census Tract,1097003406.0,150000.0,Alabama,-88.1485291165,30.7145646075
10606,0150000-01097003407,AL,Mobile,Census Tract,1097003407.0,150000.0,Alabama,-88.20133036790001,30.7349290376
930,0150000-01097003408,AL,Mobile,Census Tract,1097003408.0,150000.0,Alabama,-88.17337926379999,30.7323337483
6308,0150000-01097003501,AL,Mobile,Census Tract,1097003501.0,150000.0,Alabama,-88.16129017360001,30.700676761300002
11861,0150000-01097003502,AL,Mobile,Census Tract,1097003502.0,150000.0,Alabama,-88.15830753569999,30.6845996046
35651,0150000-01097003602,AL,Mobile,Census Tract,1097003602.0,150000.0,Alabama,-88.19966362139999,30.699089584899998
48323,0150000-01097003605,AL,Mobile,Census Tract,1097003605.0,150000.0,Alabama,-88.1823467808,30.6951628408
23617,0150000-01097003606,AL,Mobile,Census Tract,1097003606.0,150000.0,Alabama,-88.18063037030001,30.682773381599997
35785,0150000-01097003607,AL,Mobile,Census Tract,1097003607.0,150000.0,Alabama,-88.1981948583,30.686369106500003
5166,0150000-01097003608,AL,Mobile,Census Tract,1097003608.0,150000.0,Alabama,-88.1835855457,30.7052497962
50837,0150000-01097003703,AL,Mobile,Census Tract,1097003703.0,150000.0,Alabama,-88.1996782045,30.6718491643
49167,0150000-01097003704,AL,Mobile,Census Tract,1097003704.0,150000.0,Alabama,-88.18081647940001,30.668756528000003
1291,0150000-01097003705,AL,Mobile,Census Tract,1097003705.0,150000.0,Alabama,-88.19920104280001,30.650606807600003
11379,0150000-01097003706,AL,Mobile,Census Tract,1097003706.0,150000.0,Alabama,-88.18408952850001,30.650281383699998
8408,0150000-01097003707,AL,Mobile,Census Tract,1097003707.0,150000.0,Alabama,-88.1700405311,30.654775274699997
8927,0150000-01097003708,AL,Mobile,Census Tract,1097003708.0,150000.0,Alabama,-88.1989550161,30.6267746388
21303,0150000-01097003709,AL,Mobile,Census Tract,1097003709.0,150000.0,Alabama,-88.1790568246,30.6227766513
6646,0150000-01097003710,AL,Mobile,Census Tract,1097003710.0,150000.0,Alabama,-88.16482513950001,30.632606632199998
25321,0150000-01097003800,AL,Mobile,Census Tract,1097003800.0,150000.0,Alabama,-88.03053459809999,30.789062197
56023,0150000-01097003901,AL,Mobile,Census Tract,1097003901.0,150000.0,Alabama,-88.11316474110001,30.727316791
61765,0150000-01097003902,AL,Mobile,Census Tract,1097003902.0,150000.0,Alabama,-88.10541100629999,30.720072178899997
26022,0150000-01097005600,AL,Mobile,Census Tract,1097005600.0,150000.0,Alabama,-88.0463571047,30.8309422315
80326,0150000-01097006402,AL,Mobile,Census Tract,1097006402.0,150000.0,Alabama,-88.2192619109,30.7002900901
14322,0150000-01097006403,AL,Mobile,Census Tract,1097006403.0,150000.0,Alabama,-88.25264971969999,30.6914801036
18097,0150000-01097006404,AL,Mobile,Census Tract,1097006404.0,150000.0,Alabama,-88.22979162799999,30.676374567899998
22780,0150000-01097006405,AL,Mobile,Census Tract,1097006405.0,150000.0,Alabama,-88.21882422799999,30.6766200265
102788,0150000-01097006801,AL,Mobile,Census Tract,1097006801.0,150000.0,Alabama,-88.21545201030001,30.6239513511
24553,0150000-01097006802,AL,Mobile,Census Tract,1097006802.0,150000.0,Alabama,-88.1776807611,30.6009205798
12588,0150000-01097007000,AL,Mobile,Census Tract,1097007000.0,150000.0,Alabama,-88.1453387206,30.5761613431
11844,0150000-01097007101,AL,Mobile,Census Tract,1097007101.0,150000.0,Alabama,-88.17578564799999,30.561946401700002
15262,0150000-01097007102,AL,Mobile,Census Tract,1097007102.0,150000.0,Alabama,-88.1491393618,30.543824993
7575,0150000-01097007400,AL,Mobile,Census Tract,1097007400.0,150000.0,Alabama,-88.0721066621,30.630904341399997
18511,0150000-01097007600,AL,Mobile,Census Tract,1097007600.0,150000.0,Alabama,-88.07057646790001,30.7494110279
3196,0151000,AL,Montgomery,City,,151000.0,Alabama,-86.2677059552,32.3472645333
4922,0151000-01101000100,AL,Montgomery,Census Tract,1101000100.0,151000.0,Alabama,-86.3080487232,32.3794308187
16436,0151000-01101000200,AL,Montgomery,Census Tract,1101000200.0,151000.0,Alabama,-86.3087966777,32.3720175299
31192,0151000-01101000300,AL,Montgomery,Census Tract,1101000300.0,151000.0,Alabama,-86.3134168177,32.404402812600004
7155,0151000-01101000400,AL,Montgomery,Census Tract,1101000400.0,151000.0,Alabama,-86.2846513134,32.3972129325
38595,0151000-01101000500,AL,Montgomery,Census Tract,1101000500.0,151000.0,Alabama,-86.2818242743,32.3817456812
27410,0151000-01101000600,AL,Montgomery,Census Tract,1101000600.0,151000.0,Alabama,-86.29158784030001,32.371555557
13503,0151000-01101000700,AL,Montgomery,Census Tract,1101000700.0,151000.0,Alabama,-86.308126484,32.3634924163
38451,0151000-01101000900,AL,Montgomery,Census Tract,1101000900.0,151000.0,Alabama,-86.3566609035,32.3823625112
11419,0151000-01101001000,AL,Montgomery,Census Tract,1101001000.0,151000.0,Alabama,-86.339185144,32.3684600814
70274,0151000-01101001100,AL,Montgomery,Census Tract,1101001100.0,151000.0,Alabama,-86.32911063639999,32.36213955
8293,0151000-01101001200,AL,Montgomery,Census Tract,1101001200.0,151000.0,Alabama,-86.3177822117,32.3587330122
14779,0151000-01101001300,AL,Montgomery,Census Tract,1101001300.0,151000.0,Alabama,-86.30727084790001,32.3513305468
5510,0151000-01101001400,AL,Montgomery,Census Tract,1101001400.0,151000.0,Alabama,-86.2916355914,32.3526513706
5017,0151000-01101001500,AL,Montgomery,Census Tract,1101001500.0,151000.0,Alabama,-86.2833604743,32.3611710005
26344,0151000-01101001600,AL,Montgomery,Census Tract,1101001600.0,151000.0,Alabama,-86.27368233760001,32.3743105285
75931,0151000-01101001700,AL,Montgomery,Census Tract,1101001700.0,151000.0,Alabama,-86.255084717,32.3714099472
46196,0151000-01101001800,AL,Montgomery,Census Tract,1101001800.0,151000.0,Alabama,-86.2661554543,32.396212507399994
18825,0151000-01101001900,AL,Montgomery,Census Tract,1101001900.0,151000.0,Alabama,-86.2513879167,32.3941369339
10456,0151000-01101002000,AL,Montgomery,Census Tract,1101002000.0,151000.0,Alabama,-86.2724638266,32.3409840904
17155,0151000-01101002100,AL,Montgomery,Census Tract,1101002100.0,151000.0,Alabama,-86.2907870282,32.3356895183
13744,0151000-01101002201,AL,Montgomery,Census Tract,1101002201.0,151000.0,Alabama,-86.3078024695,32.3356126369
11858,0151000-01101002202,AL,Montgomery,Census Tract,1101002202.0,151000.0,Alabama,-86.3055459873,32.3176802643
13965,0151000-01101002300,AL,Montgomery,Census Tract,1101002300.0,151000.0,Alabama,-86.3230524618,32.3360085258
24992,0151000-01101002400,AL,Montgomery,Census Tract,1101002400.0,151000.0,Alabama,-86.3354058177,32.3407093188
49539,0151000-01101002500,AL,Montgomery,Census Tract,1101002500.0,151000.0,Alabama,-86.2694458032,32.416952130300004
6123,0151000-01101002600,AL,Montgomery,Census Tract,1101002600.0,151000.0,Alabama,-86.2305310311,32.3890844321
2328,0151000-01101002700,AL,Montgomery,Census Tract,1101002700.0,151000.0,Alabama,-86.22845883069999,32.3721519545
8403,0151000-01101002800,AL,Montgomery,Census Tract,1101002800.0,151000.0,Alabama,-86.2525307261,32.3348190958
77019,0151000-01101002900,AL,Montgomery,Census Tract,1101002900.0,151000.0,Alabama,-86.2488675515,32.3161274923
8764,0151000-01101003000,AL,Montgomery,Census Tract,1101003000.0,151000.0,Alabama,-86.3596914392,32.3510621717
1506,0151000-01101003100,AL,Montgomery,Census Tract,1101003100.0,151000.0,Alabama,-86.2894380654,32.318668312
4290,0151000-01101003200,AL,Montgomery,Census Tract,1101003200.0,151000.0,Alabama,-86.26465782940001,32.3072538725
55020,0151000-01101003301,AL,Montgomery,Census Tract,1101003301.0,151000.0,Alabama,-86.25765782149999,32.355161919400004
67007,0151000-01101003302,AL,Montgomery,Census Tract,1101003302.0,151000.0,Alabama,-86.2328956753,32.3482416552
34302,0151000-01101005101,AL,Montgomery,Census Tract,1101005101.0,151000.0,Alabama,-86.2187987157,32.420753569
29945,0151000-01101005102,AL,Montgomery,Census Tract,1101005102.0,151000.0,Alabama,-86.2826263124,32.4269367589
72553,0151000-01101005301,AL,Montgomery,Census Tract,1101005301.0,151000.0,Alabama,-86.246702078,32.4067693075
5621,0151000-01101005302,AL,Montgomery,Census Tract,1101005302.0,151000.0,Alabama,-86.2256929901,32.4051191382
129411,0151000-01101005402,AL,Montgomery,Census Tract,1101005402.0,151000.0,Alabama,-86.19957682540002,32.393343358
65595,0151000-01101005403,AL,Montgomery,Census Tract,1101005403.0,151000.0,Alabama,-86.20091670549999,32.3722320454
2632,0151000-01101005406,AL,Montgomery,Census Tract,1101005406.0,151000.0,Alabama,-86.164295743,32.3511984342
27249,0151000-01101005407,AL,Montgomery,Census Tract,1101005407.0,151000.0,Alabama,-86.1707891569,32.371838415
18958,0151000-01101005408,AL,Montgomery,Census Tract,1101005408.0,151000.0,Alabama,-86.162894048,32.393920488
1402,0151000-01101005409,AL,Montgomery,Census Tract,1101005409.0,151000.0,Alabama,-86.202251654,32.3576253538
19501,0151000-01101005410,AL,Montgomery,Census Tract,1101005410.0,151000.0,Alabama,-86.2085202709,32.3475232552
5120,0151000-01101005501,AL,Montgomery,Census Tract,1101005501.0,151000.0,Alabama,-86.1216054231,32.3761148278
993,0151000-01101005503,AL,Montgomery,Census Tract,1101005503.0,151000.0,Alabama,-86.13253864299999,32.3507857569
27040,0151000-01101005603,AL,Montgomery,Census Tract,1101005603.0,151000.0,Alabama,-86.2240759865,32.3042473154
42951,0151000-01101005604,AL,Montgomery,Census Tract,1101005604.0,151000.0,Alabama,-86.09026470020001,32.3016375026
1207,0151000-01101005605,AL,Montgomery,Census Tract,1101005605.0,151000.0,Alabama,-86.20895369549999,32.3283759725
11638,0151000-01101005606,AL,Montgomery,Census Tract,1101005606.0,151000.0,Alabama,-86.2237026675,32.333129412199995
877,0151000-01101005607,AL,Montgomery,Census Tract,1101005607.0,151000.0,Alabama,-86.1400889219,32.328397529499995
13732,0151000-01101005608,AL,Montgomery,Census Tract,1101005608.0,151000.0,Alabama,-86.1316584857,32.2957811657
201,0151000-01101005609,AL,Montgomery,Census Tract,1101005609.0,151000.0,Alabama,-86.19499555370001,32.3191183289
33014,0151000-01101005610,AL,Montgomery,Census Tract,1101005610.0,151000.0,Alabama,-86.2461746899,32.2929205291
10161,0151000-01101005611,AL,Montgomery,Census Tract,1101005611.0,151000.0,Alabama,-86.1776610019,32.3152818401
2067,0151000-01101005612,AL,Montgomery,Census Tract,1101005612.0,151000.0,Alabama,-86.1549523335,32.310454908800004
8756,0151000-01101005901,AL,Montgomery,Census Tract,1101005901.0,151000.0,Alabama,-86.3532149081,32.2935892389
8590,0151000-01101005902,AL,Montgomery,Census Tract,1101005902.0,151000.0,Alabama,-86.3435545354,32.3076742925
44986,0151000-01101006000,AL,Montgomery,Census Tract,1101006000.0,151000.0,Alabama,-86.39734803420001,32.354059435399996
46825,0151000-01101006100,AL,Montgomery,Census Tract,1101006100.0,151000.0,Alabama,-86.3794162724,32.315214711399996
8336,0177256,AL,Tuscaloosa,City,,177256.0,Alabama,-87.5268004073,33.2336083951
59904,0177256-01125010101,AL,Tuscaloosa,Census Tract,1125010101.0,177256.0,Alabama,-87.49558692469999,33.2895227254
67123,0177256-01125010102,AL,Tuscaloosa,Census Tract,1125010102.0,177256.0,Alabama,-87.5417550754,33.3533640096
22168,0177256-01125010103,AL,Tuscaloosa,Census Tract,1125010103.0,177256.0,Alabama,-87.59501583059999,33.4037171009
4545,0177256-01125010203,AL,Tuscaloosa,Census Tract,1125010203.0,177256.0,Alabama,-87.5579515548,33.3287393581
19820,0177256-01125010302,AL,Tuscaloosa,Census Tract,1125010302.0,177256.0,Alabama,-87.63245940370001,33.2194938063
38173,0177256-01125010405,AL,Tuscaloosa,Census Tract,1125010405.0,177256.0,Alabama,-87.5178526384,33.2701693414
974,0177256-01125010406,AL,Tuscaloosa,Census Tract,1125010406.0,177256.0,Alabama,-87.5314643649,33.2447576645
4492,0177256-01125010407,AL,Tuscaloosa,Census Tract,1125010407.0,177256.0,Alabama,-87.54972173370001,33.227146844
13027,0177256-01125010500,AL,Tuscaloosa,Census Tract,1125010500.0,177256.0,Alabama,-87.49972196680001,33.2357455202
37633,0177256-01125010601,AL,Tuscaloosa,Census Tract,1125010601.0,177256.0,Alabama,-87.4442323433,33.2137805979
1126,0177256-01125010702,AL,Tuscaloosa,Census Tract,1125010702.0,177256.0,Alabama,-87.3837603146,33.179928059299996
27492,0177256-01125010703,AL,Tuscaloosa,Census Tract,1125010703.0,177256.0,Alabama,-87.2702974458,33.1873650393
85365,0177256-01125010802,AL,Tuscaloosa,Census Tract,1125010802.0,177256.0,Alabama,-87.46040834760001,33.1594010347
26314,0177256-01125010803,AL,Tuscaloosa,Census Tract,1125010803.0,177256.0,Alabama,-87.4663805859,33.2091699555
55955,0177256-01125010804,AL,Tuscaloosa,Census Tract,1125010804.0,177256.0,Alabama,-87.46527684,33.194539462
1148,0177256-01125011200,AL,Tuscaloosa,Census Tract,1125011200.0,177256.0,Alabama,-87.5387175319,33.2123492462
28484,0177256-01125011401,AL,Tuscaloosa,Census Tract,1125011401.0,177256.0,Alabama,-87.55276469969999,33.2031135191
46246,0177256-01125011402,AL,Tuscaloosa,Census Tract,1125011402.0,177256.0,Alabama,-87.5571352006,33.2133830511
44061,0177256-01125011600,AL,Tuscaloosa,Census Tract,1125011600.0,177256.0,Alabama,-87.5773691788,33.2064055296
21330,0177256-01125011701,AL,Tuscaloosa,Census Tract,1125011701.0,177256.0,Alabama,-87.583284452,33.1932757988
11017,0177256-01125011703,AL,Tuscaloosa,Census Tract,1125011703.0,177256.0,Alabama,-87.59422095379999,33.185017983499996
1292,0177256-01125011800,AL,Tuscaloosa,Census Tract,1125011800.0,177256.0,Alabama,-87.5692088897,33.1885868675
23539,0177256-01125011901,AL,Tuscaloosa,Census Tract,1125011901.0,177256.0,Alabama,-87.5423914549,33.1887659298
621,0177256-01125011902,AL,Tuscaloosa,Census Tract,1125011902.0,177256.0,Alabama,-87.556508445,33.192669280100006
5711,0177256-01125012000,AL,Tuscaloosa,Census Tract,1125012000.0,177256.0,Alabama,-87.5354837005,33.1957930278
1142,0177256-01125012100,AL,Tuscaloosa,Census Tract,1125012100.0,177256.0,Alabama,-87.5090660806,33.1948642718
5763,0177256-01125012303,AL,Tuscaloosa,Census Tract,1125012303.0,177256.0,Alabama,-87.495978013,33.1808342434
14544,0177256-01125012304,AL,Tuscaloosa,Census Tract,1125012304.0,177256.0,Alabama,-87.51613652469999,33.1612192021
2065,0177256-01125012305,AL,Tuscaloosa,Census Tract,1125012305.0,177256.0,Alabama,-87.490416973,33.159466634699996
10166,0177256-01125012403,AL,Tuscaloosa,Census Tract,1125012403.0,177256.0,Alabama,-87.5617780419,33.1650878227
14943,0177256-01125012404,AL,Tuscaloosa,Census Tract,1125012404.0,177256.0,Alabama,-87.5366164218,33.1586289241
11244,0177256-01125012405,AL,Tuscaloosa,Census Tract,1125012405.0,177256.0,Alabama,-87.5390193918,33.1763495613
32,0177256-01125012501,AL,Tuscaloosa,Census Tract,1125012501.0,177256.0,Alabama,-87.6198106664,33.1826491467
50721,0177256-01125012502,AL,Tuscaloosa,Census Tract,1125012502.0,177256.0,Alabama,-87.5632458717,33.1234983269
86338,0177256-01125012503,AL,Tuscaloosa,Census Tract,1125012503.0,177256.0,Alabama,-87.52931253950001,33.1448113269
15609,0177256-01125012600,AL,Tuscaloosa,Census Tract,1125012600.0,177256.0,Alabama,-87.51897296,33.2168010721
21071,0177256-01125012700,AL,Tuscaloosa,Census Tract,1125012700.0,177256.0,Alabama,-87.49354520680001,33.214217365900005
17074,0177256-01125012800,AL,Tuscaloosa,Census Tract,1125012800.0,177256.0,Alabama,-87.5077140334,33.2133001175
745,0203000,AK,Anchorage,City,,203000.0,Alaska,-149.111113424,61.149868731000005
40730,0203000-02020000101,AK,Anchorage,Census Tract,2020000101.0,203000.0,Alaska,-148.833865906,61.2634070509
1711,0203000-02020000102,AK,Anchorage,Census Tract,2020000102.0,203000.0,Alaska,-149.381092395,61.3402115845
4654,0203000-02020000201,AK,Anchorage,Census Tract,2020000201.0,203000.0,Alaska,-149.57474741299998,61.3308768662
80645,0203000-02020000202,AK,Anchorage,Census Tract,2020000202.0,203000.0,Alaska,-149.53798187799998,61.32863559
53310,0203000-02020000203,AK,Anchorage,Census Tract,2020000203.0,203000.0,Alaska,-149.504453767,61.310375041899995
2306,0203000-02020000204,AK,Anchorage,Census Tract,2020000204.0,203000.0,Alaska,-149.218690424,61.183339802700004
28745,0203000-02020000300,AK,Anchorage,Census Tract,2020000300.0,203000.0,Alaska,-149.65984864200001,61.2790073939
57600,0203000-02020000400,AK,Anchorage,Census Tract,2020000400.0,203000.0,Alaska,-149.81957058700002,61.274028252700006
15159,0203000-02020000500,AK,Anchorage,Census Tract,2020000500.0,203000.0,Alaska,-149.914034826,61.2346898259
16694,0203000-02020000600,AK,Anchorage,Census Tract,2020000600.0,203000.0,Alaska,-149.837464926,61.224862534799996
1373,0203000-02020000701,AK,Anchorage,Census Tract,2020000701.0,203000.0,Alaska,-149.767193942,61.2171616653
14928,0203000-02020000702,AK,Anchorage,Census Tract,2020000702.0,203000.0,Alaska,-149.744397636,61.2175114871
11667,0203000-02020000703,AK,Anchorage,Census Tract,2020000703.0,203000.0,Alaska,-149.723323157,61.2233723795
31759,0203000-02020000801,AK,Anchorage,Census Tract,2020000801.0,203000.0,Alaska,-149.792738774,61.216753338400004
11579,0203000-02020000802,AK,Anchorage,Census Tract,2020000802.0,203000.0,Alaska,-149.79237451,61.2030943937
44098,0203000-02020000901,AK,Anchorage,Census Tract,2020000901.0,203000.0,Alaska,-149.836279529,61.2150619974
19348,0203000-02020000902,AK,Anchorage,Census Tract,2020000902.0,203000.0,Alaska,-149.852522121,61.2043832845
4811,0203000-02020001000,AK,Anchorage,Census Tract,2020001000.0,203000.0,Alaska,-149.87598272600002,61.210286488
37716,0203000-02020001100,AK,Anchorage,Census Tract,2020001100.0,203000.0,Alaska,-149.891260329,61.2177091891
16637,0203000-02020001200,AK,Anchorage,Census Tract,2020001200.0,203000.0,Alaska,-149.909497072,61.212115077200004
74420,0203000-02020001300,AK,Anchorage,Census Tract,2020001300.0,203000.0,Alaska,-149.949035802,61.211610243
13292,0203000-02020001400,AK,Anchorage,Census Tract,2020001400.0,203000.0,Alaska,-149.89143490700002,61.1994148359
4995,0203000-02020001500,AK,Anchorage,Census Tract,2020001500.0,203000.0,Alaska,-149.852272357,61.1915443997
39415,0203000-02020001601,AK,Anchorage,Census Tract,2020001601.0,203000.0,Alaska,-149.824024453,61.2032462495
8591,0203000-02020001602,AK,Anchorage,Census Tract,2020001602.0,203000.0,Alaska,-149.806778756,61.1897848525
21864,0203000-02020001701,AK,Anchorage,Census Tract,2020001701.0,203000.0,Alaska,-149.763396675,61.1880187992
